latitude,longitude,fires
47.000000,-116.000000,1.622545
47.000000,32.000000,0.170794
47.000000,33.000000,0.170794
46.500000,-124.000000,0.170794
46.500000,-123.500000,0.341588
46.500000,-121.500000,0.256191
46.500000,-119.000000,0.256191
46.500000,-116.000000,0.597780
46.500000,-113.000000,0.853971
46.500000,8.000000,0.256191
46.500000,30.000000,0.939368
46.500000,116.000000,5.465414
46.500000,122.500000,0.512383
46.000000,10.000000,0.170794
46.000000,33.500000,0.426985
45.500000,9.500000,0.426985
45.500000,28.500000,0.085397
45.500000,29.000000,0.256191
45.500000,29.500000,0.426985
45.000000,-123.500000,0.170794
45.000000,29.000000,0.085397
45.000000,132.000000,0.256191
45.000000,136.000000,0.597780
44.500000,-122.500000,0.170794
44.500000,-121.000000,0.256191
44.500000,-118.500000,0.341588
44.500000,-98.000000,1.707942
44.500000,4.000000,0.085397
44.500000,4.500000,0.085397
44.500000,22.000000,0.170794
44.500000,131.500000,1.622545
44.500000,135.500000,0.256191
44.000000,-123.500000,0.170794
44.000000,-121.000000,0.597780
44.000000,-119.000000,0.341588
44.000000,22.500000,0.683177
44.000000,23.000000,0.170794
44.000000,43.000000,1.280956
44.000000,44.000000,0.170794
44.000000,81.000000,0.341588
44.000000,81.500000,0.256191
43.500000,-124.000000,0.512383
43.500000,-123.500000,0.341588
43.500000,-97.500000,1.707942
43.500000,-80.000000,0.768574
43.500000,-9.000000,0.085397
43.500000,-6.500000,0.170794
43.500000,-4.000000,0.170794
43.500000,-2.000000,0.085397
43.500000,16.500000,0.085397
43.500000,18.000000,0.170794
43.500000,47.000000,0.170794
43.500000,58.500000,0.341588
43.500000,134.000000,0.256191
43.000000,-124.500000,0.426985
43.000000,-124.000000,1.024765
43.000000,-123.000000,0.170794
43.000000,-122.000000,0.426985
43.000000,-121.500000,0.256191
43.000000,-121.000000,2.049530
43.000000,-120.500000,0.341588
43.000000,-120.000000,0.426985
43.000000,-96.000000,1.195559
43.000000,-7.000000,0.426985
43.000000,-6.500000,0.683177
43.000000,-6.000000,0.170794
43.000000,41.500000,0.170794
43.000000,45.000000,0.768574
43.000000,75.000000,0.426985
43.000000,119.500000,0.256191
43.000000,122.500000,0.256191
43.000000,131.000000,0.256191
42.500000,-124.500000,0.341588
42.500000,-123.500000,0.170794
42.500000,-122.500000,0.683177
42.500000,-121.500000,1.110162
42.500000,-121.000000,0.597780
42.500000,-120.500000,0.170794
42.500000,-8.500000,0.426985
42.500000,-7.000000,1.024765
42.500000,-2.000000,0.085397
42.500000,-1.500000,0.085397
42.500000,41.500000,1.280956
42.500000,115.500000,0.683177
42.500000,123.000000,0.597780
42.500000,123.500000,0.426985
42.000000,-124.500000,0.085397
42.000000,-123.000000,0.170794
42.000000,-8.500000,0.426985
42.000000,-7.000000,0.170794
42.000000,-1.500000,0.085397
42.000000,26.500000,0.170794
42.000000,27.000000,0.170794
42.000000,114.000000,0.597780
42.000000,119.000000,0.170794
42.000000,121.000000,0.170794
42.000000,122.500000,0.426985
42.000000,123.000000,0.683177
41.500000,-122.500000,0.170794
41.500000,-122.000000,0.768574
41.500000,-8.500000,0.170794
41.500000,-8.000000,0.426985
41.500000,1.000000,0.170794
41.500000,21.500000,1.622545
41.500000,22.500000,0.341588
41.500000,32.500000,0.170794
41.500000,44.000000,0.256191
41.500000,112.500000,0.256191
41.500000,121.000000,0.170794
41.500000,122.000000,0.768574
41.000000,-124.000000,0.085397
41.000000,-123.000000,0.170794
41.000000,-122.500000,0.256191
41.000000,-121.500000,0.170794
41.000000,-8.500000,0.939368
41.000000,21.500000,0.256191
41.000000,22.500000,0.085397
41.000000,49.500000,0.170794
41.000000,69.500000,1.793339
41.000000,109.500000,0.170794
41.000000,112.500000,0.426985
41.000000,116.000000,0.341588
40.500000,-105.500000,0.426985
40.500000,-89.500000,0.426985
40.500000,-8.000000,0.512383
40.500000,-6.000000,0.170794
40.500000,-5.500000,0.085397
40.500000,16.500000,0.085397
40.500000,33.500000,0.683177
40.500000,47.500000,0.170794
40.500000,69.000000,0.256191
40.500000,111.500000,0.170794
40.500000,116.500000,0.170794
40.000000,-123.000000,0.085397
40.000000,-122.500000,0.085397
40.000000,-122.000000,0.170794
40.000000,-121.500000,1.195559
40.000000,-121.000000,0.085397
40.000000,-5.000000,0.085397
40.000000,-4.000000,0.085397
40.000000,-3.000000,0.170794
40.000000,46.000000,0.597780
40.000000,114.500000,0.170794
40.000000,117.000000,0.256191
40.000000,117.500000,0.341588
40.000000,118.000000,0.512383
40.000000,123.500000,0.085397
40.000000,124.500000,0.085397
39.500000,-122.500000,0.683177
39.500000,-122.000000,0.683177
39.500000,-121.500000,0.426985
39.500000,-121.000000,0.426985
39.500000,-8.500000,0.085397
39.500000,-6.000000,0.085397
39.500000,-5.500000,0.085397
39.500000,-3.500000,0.256191
39.500000,-3.000000,0.085397
39.500000,48.500000,0.170794
39.500000,49.000000,0.085397
39.500000,110.000000,0.512383
39.500000,112.500000,0.426985
39.500000,115.000000,0.085397
39.500000,117.000000,0.512383
39.500000,117.500000,0.085397
39.500000,118.000000,0.085397
39.000000,-123.000000,0.085397
39.000000,-120.500000,0.512383
39.000000,-92.500000,0.170794
39.000000,-8.000000,0.085397
39.000000,-7.000000,0.341588
39.000000,-6.500000,0.256191
39.000000,-6.000000,0.085397
39.000000,60.000000,0.170794
39.000000,64.500000,0.170794
39.000000,112.500000,0.341588
39.000000,113.000000,0.512383
39.000000,114.000000,0.085397
39.000000,114.500000,0.341588
39.000000,115.000000,0.426985
39.000000,115.500000,0.256191
39.000000,116.000000,0.170794
39.000000,117.000000,0.256191
38.500000,-121.500000,0.085397
38.500000,-121.000000,0.683177
38.500000,-112.500000,0.512383
38.500000,-104.000000,0.170794
38.500000,-98.000000,0.683177
38.500000,-97.500000,0.853971
38.500000,-76.500000,0.085397
38.500000,-8.500000,0.085397
38.500000,-8.000000,0.085397
38.500000,-7.000000,0.085397
38.500000,38.500000,0.170794
38.500000,61.500000,0.341588
38.500000,104.000000,0.170794
38.500000,109.000000,0.341588
38.500000,111.500000,0.170794
38.500000,112.500000,0.341588
38.500000,113.000000,0.170794
38.500000,114.000000,0.170794
38.500000,116.500000,0.170794
38.000000,-121.500000,0.170794
38.000000,-120.000000,0.170794
38.000000,-97.500000,0.512383
38.000000,-93.000000,0.170794
38.000000,-8.500000,0.170794
38.000000,-8.000000,0.256191
38.000000,-7.500000,0.256191
38.000000,-6.000000,0.085397
38.000000,-3.000000,0.085397
38.000000,38.000000,0.170794
38.000000,65.500000,0.170794
38.000000,105.500000,0.170794
38.000000,110.000000,0.170794
38.000000,113.000000,0.512383
38.000000,114.000000,0.512383
38.000000,116.000000,0.256191
38.000000,118.000000,0.170794
37.500000,-120.500000,0.085397
37.500000,-8.000000,0.085397
37.500000,-5.500000,0.341588
37.500000,-4.000000,0.170794
37.500000,35.500000,0.085397
37.500000,38.500000,0.170794
37.500000,39.000000,0.170794
37.500000,39.500000,0.853971
37.500000,40.000000,5.123826
37.500000,40.500000,0.597780
37.500000,45.500000,0.256191
37.500000,54.500000,0.085397
37.500000,62.000000,0.597780
37.500000,65.000000,0.512383
37.500000,69.000000,0.256191
37.500000,112.000000,0.426985
37.500000,113.000000,0.170794
37.500000,117.500000,0.085397
37.500000,118.500000,0.085397
37.500000,120.000000,0.170794
37.500000,120.500000,0.170794
37.000000,-122.000000,0.085397
37.000000,-121.500000,0.085397
37.000000,-121.000000,0.085397
37.000000,-120.500000,0.768574
37.000000,-120.000000,0.426985
37.000000,-77.500000,0.170794
37.000000,-6.500000,0.085397
37.000000,7.500000,0.085397
37.000000,34.500000,0.085397
37.000000,39.000000,0.426985
37.000000,39.500000,0.341588
37.000000,40.000000,0.170794
37.000000,112.500000,0.341588
37.000000,113.500000,0.597780
37.000000,114.000000,0.170794
37.000000,115.000000,0.256191
37.000000,116.500000,0.085397
37.000000,117.500000,0.256191
37.000000,121.000000,0.085397
36.500000,-122.000000,0.512383
36.500000,-121.500000,0.085397
36.500000,-120.500000,0.085397
36.500000,-120.000000,0.170794
36.500000,-119.500000,0.085397
36.500000,-98.500000,0.170794
36.500000,-96.500000,0.256191
36.500000,-6.000000,0.170794
36.500000,42.500000,0.256191
36.500000,43.500000,0.170794
36.500000,95.000000,0.256191
36.500000,112.500000,0.512383
36.500000,116.500000,0.085397
36.500000,120.000000,0.085397
36.000000,-119.500000,0.170794
36.000000,-102.000000,0.170794
36.000000,-98.500000,0.512383
36.000000,-97.000000,0.341588
36.000000,-87.500000,0.341588
36.000000,-79.000000,0.170794
36.000000,-78.500000,0.170794
36.000000,35.500000,0.085397
36.000000,43.500000,4.953032
36.000000,44.000000,1.451751
36.000000,51.000000,0.170794
36.000000,111.000000,0.170794
36.000000,113.500000,0.085397
36.000000,115.000000,0.256191
36.000000,115.500000,0.085397
36.000000,116.500000,0.170794
35.500000,-121.500000,0.170794
35.500000,-119.000000,0.170794
35.500000,-112.500000,0.597780
35.500000,-97.000000,0.426985
35.500000,-96.000000,0.085397
35.500000,-94.500000,0.341588
35.500000,-94.000000,0.170794
35.500000,-93.000000,0.170794
35.500000,-88.500000,0.170794
35.500000,-79.500000,0.170794
35.500000,33.000000,0.085397
35.500000,36.000000,0.256191
35.500000,44.000000,0.512383
35.500000,44.500000,0.341588
35.500000,51.500000,0.085397
35.500000,110.000000,0.170794
35.500000,110.500000,0.170794
35.500000,114.500000,0.085397
35.500000,118.500000,0.170794
35.000000,-101.500000,0.256191
35.000000,-100.500000,0.256191
35.000000,-83.500000,0.170794
35.000000,-81.500000,0.170794
35.000000,-80.500000,0.341588
35.000000,-78.500000,0.170794
35.000000,-6.000000,0.085397
35.000000,32.000000,0.341588
35.000000,32.500000,0.341588
35.000000,41.000000,0.170794
35.000000,46.500000,0.170794
35.000000,73.000000,0.597780
35.000000,73.500000,0.768574
35.000000,75.000000,1.964133
35.000000,101.000000,0.256191
35.000000,109.000000,0.085397
35.000000,110.000000,0.085397
35.000000,111.500000,0.170794
35.000000,114.000000,0.170794
35.000000,114.500000,0.170794
35.000000,127.000000,0.085397
35.000000,127.500000,0.085397
34.500000,-119.500000,0.085397
34.500000,-119.000000,0.085397
34.500000,-118.000000,0.085397
34.500000,-111.500000,0.085397
34.500000,-100.500000,0.085397
34.500000,-95.000000,0.170794
34.500000,-83.000000,0.341588
34.500000,-81.000000,0.512383
34.500000,45.000000,0.256191
34.500000,46.500000,0.170794
34.500000,71.500000,0.256191
34.500000,74.000000,0.170794
34.500000,104.000000,0.426985
34.500000,110.500000,0.170794
34.500000,111.500000,0.170794
34.500000,112.000000,0.170794
34.500000,112.500000,0.085397
34.500000,113.000000,0.256191
34.500000,114.000000,0.085397
34.500000,117.000000,0.170794
34.500000,119.500000,0.085397
34.000000,-115.000000,0.170794
34.000000,-114.500000,0.170794
34.000000,-101.500000,0.170794
34.000000,-100.000000,0.426985
34.000000,-97.000000,0.085397
34.000000,-96.000000,0.341588
34.000000,-95.500000,0.170794
34.000000,-94.000000,0.170794
34.000000,-83.000000,0.768574
34.000000,-81.500000,0.512383
34.000000,-81.000000,0.341588
34.000000,-80.500000,0.170794
34.000000,35.500000,0.512383
34.000000,36.500000,0.426985
34.000000,45.500000,0.341588
34.000000,46.000000,0.512383
34.000000,70.000000,0.597780
34.000000,70.500000,0.256191
34.000000,71.500000,0.085397
34.000000,75.500000,1.793339
34.000000,109.500000,0.085397
34.000000,110.500000,0.170794
34.000000,111.500000,0.170794
34.000000,112.500000,0.085397
34.000000,113.000000,0.085397
34.000000,119.500000,0.170794
33.500000,-98.500000,0.170794
33.500000,-93.500000,0.426985
33.500000,-88.500000,0.170794
33.500000,-85.500000,0.170794
33.500000,-84.000000,0.170794
33.500000,-82.500000,0.939368
33.500000,-82.000000,0.512383
33.500000,-81.500000,0.426985
33.500000,35.000000,0.170794
33.500000,46.000000,0.853971
33.500000,70.000000,0.256191
33.500000,70.500000,0.256191
33.500000,71.000000,0.085397
33.500000,72.000000,0.085397
33.500000,72.500000,0.256191
33.500000,75.000000,0.256191
33.500000,75.500000,0.170794
33.500000,104.500000,0.170794
33.500000,111.000000,0.256191
33.500000,112.000000,0.256191
33.500000,113.000000,0.256191
33.500000,118.000000,0.170794
33.500000,119.500000,0.341588
33.000000,-116.000000,0.085397
33.000000,-115.500000,0.341588
33.000000,-115.000000,0.170794
33.000000,-100.000000,0.341588
33.000000,-99.500000,0.426985
33.000000,-98.500000,0.426985
33.000000,-98.000000,0.170794
33.000000,-97.500000,0.170794
33.000000,-95.000000,0.256191
33.000000,-93.000000,0.170794
33.000000,-92.000000,0.170794
33.000000,-91.500000,0.170794
33.000000,-90.000000,0.170794
33.000000,-87.000000,0.170794
33.000000,-86.500000,0.170794
33.000000,-84.500000,0.170794
33.000000,-84.000000,0.170794
33.000000,-83.500000,0.170794
33.000000,-83.000000,1.280956
33.000000,-82.500000,0.512383
33.000000,-82.000000,0.170794
33.000000,-81.500000,0.256191
33.000000,-81.000000,0.256191
33.000000,-7.500000,0.085397
33.000000,-7.000000,0.085397
33.000000,3.000000,0.170794
33.000000,47.500000,0.085397
33.000000,70.000000,0.341588
33.000000,71.000000,0.085397
33.000000,73.000000,0.170794
33.000000,74.000000,0.597780
33.000000,74.500000,0.085397
33.000000,110.500000,0.512383
33.000000,111.000000,0.170794
33.000000,111.500000,0.085397
33.000000,113.000000,0.085397
33.000000,113.500000,0.085397
33.000000,116.500000,0.170794
33.000000,117.000000,0.341588
33.000000,118.500000,0.170794
33.000000,119.000000,0.085397
33.000000,120.000000,0.256191
32.500000,-117.500000,0.256191
32.500000,-115.500000,1.024765
32.500000,-115.000000,1.024765
32.500000,-101.500000,0.085397
32.500000,-101.000000,0.256191
32.500000,-100.500000,0.170794
32.500000,-100.000000,0.256191
32.500000,-92.500000,0.256191
32.500000,-88.500000,0.170794
32.500000,-88.000000,0.426985
32.500000,-86.500000,0.170794
32.500000,-85.500000,0.341588
32.500000,-85.000000,1.195559
32.500000,-84.500000,1.622545
32.500000,-83.500000,0.170794
32.500000,-83.000000,0.341588
32.500000,-82.500000,1.110162
32.500000,-82.000000,0.170794
32.500000,-81.500000,0.426985
32.500000,45.500000,1.878736
32.500000,47.000000,0.256191
32.500000,47.500000,0.085397
32.500000,48.000000,0.597780
32.500000,48.500000,0.085397
32.500000,72.000000,0.085397
32.500000,72.500000,0.170794
32.500000,73.000000,0.256191
32.500000,74.500000,0.170794
32.500000,75.000000,0.426985
32.500000,76.000000,0.085397
32.500000,109.000000,0.170794
32.500000,109.500000,0.170794
32.500000,112.500000,0.597780
32.500000,113.000000,1.537148
32.500000,113.500000,1.024765
32.500000,114.000000,0.085397
32.500000,114.500000,0.085397
32.500000,116.000000,0.085397
32.500000,117.000000,0.085397
32.500000,117.500000,0.085397
32.500000,118.000000,0.512383
32.500000,118.500000,0.085397
32.000000,-117.000000,0.170794
32.000000,-103.000000,0.085397
32.000000,-102.000000,0.597780
32.000000,-98.000000,0.512383
32.000000,-97.500000,0.170794
32.000000,-94.000000,0.085397
32.000000,-92.500000,0.170794
32.000000,-91.000000,0.256191
32.000000,-90.000000,0.170794
32.000000,-88.500000,0.426985
32.000000,-88.000000,0.341588
32.000000,-87.000000,0.341588
32.000000,-86.500000,0.512383
32.000000,-86.000000,0.341588
32.000000,-85.000000,0.512383
32.000000,-84.500000,0.683177
32.000000,-84.000000,0.170794
32.000000,-83.500000,0.853971
32.000000,-83.000000,1.280956
32.000000,-82.500000,1.024765
32.000000,-82.000000,0.170794
32.000000,5.500000,1.280956
32.000000,6.000000,2.305722
32.000000,45.500000,0.085397
32.000000,46.000000,2.049530
32.000000,47.000000,8.881298
32.000000,48.000000,0.256191
32.000000,48.500000,1.280956
32.000000,49.000000,0.085397
32.000000,65.000000,0.085397
32.000000,65.500000,0.085397
32.000000,69.500000,0.085397
32.000000,70.500000,1.024765
32.000000,71.000000,1.110162
32.000000,72.000000,0.170794
32.000000,72.500000,0.597780
32.000000,73.000000,0.256191
32.000000,75.000000,0.170794
32.000000,75.500000,0.170794
32.000000,77.000000,1.024765
32.000000,77.500000,0.256191
32.000000,78.000000,0.768574
32.000000,112.000000,0.256191
32.000000,112.500000,0.341588
32.000000,113.000000,0.341588
32.000000,113.500000,0.683177
32.000000,114.000000,1.024765
32.000000,114.500000,0.170794
32.000000,115.000000,0.085397
32.000000,115.500000,0.256191
32.000000,116.000000,0.256191
32.000000,116.500000,0.683177
32.000000,117.000000,0.341588
32.000000,117.500000,0.341588
32.000000,118.000000,0.256191
32.000000,120.500000,0.085397
32.000000,121.500000,0.170794
31.500000,-116.500000,0.683177
31.500000,-116.000000,0.085397
31.500000,-112.000000,0.170794
31.500000,-108.500000,0.085397
31.500000,-99.000000,0.256191
31.500000,-98.500000,0.512383
31.500000,-98.000000,0.939368
31.500000,-95.500000,0.597780
31.500000,-94.000000,0.512383
31.500000,-93.500000,1.451751
31.500000,-93.000000,2.903501
31.500000,-92.500000,0.426985
31.500000,-90.500000,0.426985
31.500000,-88.500000,0.426985
31.500000,-88.000000,0.341588
31.500000,-87.500000,0.939368
31.500000,-87.000000,1.280956
31.500000,-86.500000,0.170794
31.500000,-86.000000,0.597780
31.500000,-85.500000,0.512383
31.500000,-85.000000,0.170794
31.500000,-84.500000,0.256191
31.500000,-84.000000,0.256191
31.500000,-83.500000,0.426985
31.500000,-83.000000,0.426985
31.500000,-82.500000,0.426985
31.500000,30.000000,0.085397
31.500000,45.500000,0.939368
31.500000,47.500000,12.467976
31.500000,48.000000,0.256191
31.500000,48.500000,1.366354
31.500000,49.500000,0.512383
31.500000,70.500000,0.512383
31.500000,71.000000,0.085397
31.500000,72.000000,0.341588
31.500000,72.500000,0.256191
31.500000,73.000000,0.512383
31.500000,73.500000,0.426985
31.500000,74.000000,0.170794
31.500000,75.000000,0.085397
31.500000,75.500000,0.256191
31.500000,76.000000,0.085397
31.500000,77.000000,0.170794
31.500000,77.500000,0.683177
31.500000,78.000000,0.683177
31.500000,112.500000,0.085397
31.500000,113.000000,0.426985
31.500000,113.500000,0.256191
31.500000,114.000000,0.426985
31.500000,114.500000,0.341588
31.500000,115.000000,0.256191
31.500000,117.000000,0.597780
31.500000,117.500000,1.280956
31.500000,118.000000,0.256191
31.500000,118.500000,0.683177
31.500000,119.000000,0.341588
31.500000,119.500000,0.085397
31.500000,121.000000,0.085397
31.000000,-116.500000,0.170794
31.000000,-113.500000,0.426985
31.000000,-113.000000,3.672075
31.000000,-112.500000,0.341588
31.000000,-110.000000,0.085397
31.000000,-108.500000,0.256191
31.000000,-108.000000,0.341588
31.000000,-106.500000,0.256191
31.000000,-103.500000,0.256191
31.000000,-98.500000,0.170794
31.000000,-95.000000,0.939368
31.000000,-94.000000,0.341588
31.000000,-93.500000,0.341588
31.000000,-93.000000,0.512383
31.000000,-92.500000,0.597780
31.000000,-92.000000,0.597780
31.000000,-91.500000,0.512383
31.000000,-90.000000,0.170794
31.000000,-89.500000,0.170794
31.000000,-88.500000,0.341588
31.000000,-88.000000,0.853971
31.000000,-87.500000,0.512383
31.000000,-87.000000,1.280956
31.000000,-86.500000,0.683177
31.000000,-86.000000,0.341588
31.000000,-85.000000,0.426985
31.000000,-84.500000,0.170794
31.000000,-84.000000,0.170794
31.000000,-83.500000,0.853971
31.000000,-9.000000,0.341588
31.000000,27.000000,0.939368
31.000000,47.000000,0.085397
31.000000,47.500000,0.768574
31.000000,48.000000,1.024765
31.000000,48.500000,0.341588
31.000000,49.500000,3.672075
31.000000,70.500000,0.085397
31.000000,71.000000,0.085397
31.000000,71.500000,0.341588
31.000000,72.000000,0.939368
31.000000,72.500000,0.256191
31.000000,73.000000,0.341588
31.000000,73.500000,0.085397
31.000000,74.000000,0.085397
31.000000,76.000000,0.170794
31.000000,77.500000,0.256191
31.000000,79.000000,0.256191
31.000000,79.500000,0.512383
31.000000,102.500000,0.426985
31.000000,113.000000,0.341588
31.000000,113.500000,0.085397
31.000000,114.000000,0.426985
31.000000,114.500000,0.341588
31.000000,116.500000,0.170794
31.000000,117.000000,0.426985
31.000000,117.500000,0.256191
31.000000,118.000000,0.256191
31.000000,119.000000,0.256191
31.000000,119.500000,0.085397
31.000000,120.000000,0.085397
31.000000,120.500000,0.341588
31.000000,121.000000,0.170794
30.500000,-116.000000,0.085397
30.500000,-110.000000,0.085397
30.500000,-108.000000,0.170794
30.500000,-99.500000,0.341588
30.500000,-97.500000,0.341588
30.500000,-95.500000,0.853971
30.500000,-95.000000,0.170794
30.500000,-92.500000,0.170794
30.500000,-92.000000,0.426985
30.500000,-91.500000,3.245090
30.500000,-91.000000,0.597780
30.500000,-87.000000,0.085397
30.500000,-86.500000,0.170794
30.500000,-86.000000,0.683177
30.500000,-85.500000,0.939368
30.500000,-85.000000,1.964133
30.500000,-83.500000,1.110162
30.500000,-83.000000,0.939368
30.500000,-82.500000,0.768574
30.500000,-82.000000,1.024765
30.500000,6.000000,1.195559
30.500000,8.000000,0.170794
30.500000,30.500000,0.085397
30.500000,31.000000,0.085397
30.500000,32.000000,0.085397
30.500000,38.000000,0.256191
30.500000,46.500000,0.512383
30.500000,47.000000,0.597780
30.500000,48.000000,0.085397
30.500000,49.000000,0.256191
30.500000,50.000000,0.085397
30.500000,50.500000,0.341588
30.500000,52.000000,0.256191
30.500000,68.000000,0.170794
30.500000,70.500000,0.853971
30.500000,71.000000,0.256191
30.500000,71.500000,0.085397
30.500000,72.000000,0.256191
30.500000,72.500000,0.085397
30.500000,73.000000,0.085397
30.500000,73.500000,0.426985
30.500000,76.500000,0.085397
30.500000,77.000000,0.085397
30.500000,78.500000,0.085397
30.500000,79.500000,0.170794
30.500000,80.000000,0.170794
30.500000,80.500000,0.170794
30.500000,81.000000,0.853971
30.500000,81.500000,0.256191
30.500000,99.500000,0.256191
30.500000,113.500000,0.085397
30.500000,114.000000,0.426985
30.500000,114.500000,0.939368
30.500000,115.000000,0.512383
30.500000,115.500000,0.768574
30.500000,116.000000,0.256191
30.500000,116.500000,0.085397
30.500000,117.000000,0.853971
30.500000,117.500000,0.597780
30.500000,118.000000,0.085397
30.500000,118.500000,0.085397
30.500000,119.500000,0.170794
30.500000,120.500000,0.085397
30.000000,-108.000000,0.085397
30.000000,-106.500000,0.256191
30.000000,-95.000000,0.085397
30.000000,-94.500000,0.256191
30.000000,-94.000000,0.683177
30.000000,-93.000000,0.085397
30.000000,-92.500000,0.256191
30.000000,-92.000000,0.085397
30.000000,-91.500000,0.597780
30.000000,-91.000000,2.561913
30.000000,-90.500000,0.426985
30.000000,-85.000000,0.085397
30.000000,-83.000000,0.683177
30.000000,32.000000,0.085397
30.000000,38.500000,0.085397
30.000000,47.500000,0.085397
30.000000,50.500000,0.426985
30.000000,53.000000,0.085397
30.000000,55.500000,0.426985
30.000000,67.500000,0.085397
30.000000,70.500000,0.512383
30.000000,72.000000,0.256191
30.000000,72.500000,0.256191
30.000000,73.000000,0.170794
30.000000,74.500000,0.170794
30.000000,75.000000,0.170794
30.000000,76.000000,0.085397
30.000000,77.500000,0.085397
30.000000,80.500000,0.085397
30.000000,81.000000,0.683177
30.000000,81.500000,0.426985
30.000000,99.500000,0.256191
30.000000,102.500000,0.256191
30.000000,112.500000,0.768574
30.000000,114.000000,0.853971
30.000000,114.500000,2.732707
30.000000,115.000000,0.341588
30.000000,115.500000,0.085397
30.000000,116.500000,1.110162
30.000000,117.000000,2.561913
30.000000,117.500000,3.245090
30.000000,121.000000,0.085397
29.500000,-111.500000,0.085397
29.500000,-107.000000,0.426985
29.500000,-98.500000,0.512383
29.500000,-98.000000,0.341588
29.500000,-97.500000,0.170794
29.500000,-83.500000,0.597780
29.500000,-82.500000,0.512383
29.500000,-82.000000,1.280956
29.500000,-81.500000,0.341588
29.500000,19.500000,0.170794
29.500000,48.000000,0.085397
29.500000,70.000000,0.256191
29.500000,70.500000,0.426985
29.500000,71.000000,1.024765
29.500000,73.500000,0.085397
29.500000,76.000000,0.085397
29.500000,76.500000,0.256191
29.500000,77.000000,0.085397
29.500000,77.500000,0.085397
29.500000,78.000000,0.170794
29.500000,79.000000,0.341588
29.500000,79.500000,0.170794
29.500000,81.500000,0.085397
29.500000,82.500000,0.512383
29.500000,103.500000,0.256191
29.500000,110.500000,0.170794
29.500000,111.000000,0.256191
29.500000,111.500000,0.170794
29.500000,112.000000,0.426985
29.500000,112.500000,0.683177
29.500000,113.000000,0.085397
29.500000,113.500000,1.622545
29.500000,114.000000,2.647310
29.500000,114.500000,0.256191
29.500000,115.000000,0.939368
29.500000,115.500000,0.085397
29.500000,116.000000,0.170794
29.500000,116.500000,0.426985
29.500000,117.000000,0.426985
29.500000,117.500000,1.451751
29.500000,118.000000,1.195559
29.500000,119.000000,0.341588
29.500000,121.000000,0.085397
29.000000,-112.000000,0.256191
29.000000,-107.500000,4.953032
29.000000,-107.000000,5.123826
29.000000,-97.000000,0.341588
29.000000,-82.500000,2.134927
29.000000,-82.000000,0.170794
29.000000,-81.500000,0.256191
29.000000,-81.000000,0.341588
29.000000,-10.500000,0.085397
29.000000,7.000000,0.341588
29.000000,9.500000,0.085397
29.000000,10.000000,0.341588
29.000000,47.500000,0.256191
29.000000,54.000000,0.426985
29.000000,69.500000,0.085397
29.000000,70.000000,1.280956
29.000000,70.500000,0.853971
29.000000,76.000000,0.512383
29.000000,76.500000,0.426985
29.000000,77.000000,0.170794
29.000000,78.000000,0.256191
29.000000,79.000000,0.085397
29.000000,80.000000,0.170794
29.000000,80.500000,0.085397
29.000000,82.000000,0.170794
29.000000,82.500000,0.341588
29.000000,83.000000,0.341588
